printKey,cardName,faceIndex,faceName,layout,typeLineSource,rulesTextSource,status,priority,notes
tla:248,Uncle Iroh,0,Uncle Iroh,normal,Legendary Creature — Human Noble Ally,"Firebending 1 (Whenever this creature attacks, add {R}. This mana lasts until end of combat.)
Lesson spells you cast cost {1} less to cast.",todo,normal,
tle:73,Uncle's Musings,0,Uncle's Musings,normal,Sorcery,"Converge — Return up to X permanent cards from your graveyard to your hand, where X is the number of colors of mana spent to cast this spell.
Exile Uncle's Musings.",todo,normal,
tla:39,United Front,0,United Front,normal,Sorcery,"Create X 1/1 white Ally creature tokens, then put a +1/+1 counter on each creature you control.",todo,normal,
tla:201,Unlucky Cabbage Merchant,0,Unlucky Cabbage Merchant,normal,Creature — Human Citizen,"When this creature enters, create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this token: You gain 3 life."")
Whenever you sacrifice a Food, you may search your library for a basic land card and put it onto the battlefield tapped. If you search your library this way, put this creature on the bottom of its owner's library, then shuffle.",todo,normal,
tle:61,"Valakut, the Molten Pinnacle",0,"Valakut, the Molten Pinnacle",normal,Land,"This land enters tapped.
Whenever a Mountain you control enters, if you control at least five other Mountains, you may have this land deal 3 damage to any target.
{T}: Add {R}.",todo,normal,
tle:154,Valorous Stance,0,Valorous Stance,normal,Instant,"Choose one —
• Target creature gains indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)
• Destroy target creature with toughness 4 or greater.",todo,normal,
tla:40,Vengeful Villagers,0,Vengeful Villagers,normal,Creature — Human Citizen,"Whenever this creature attacks, choose target creature an opponent controls. Tap it, then you may sacrifice an artifact or creature. If you do, put a stun counter on the chosen creature. (If a permanent with a stun counter would become untapped, remove one from it instead.)",todo,normal,
tla:249,Vindictive Warden,0,Vindictive Warden,normal,Creature — Human Soldier,"Menace (This creature can't be blocked except by two or more creatures.)
Firebending 1 (Whenever this creature attacks, add {R}. This mana lasts until end of combat.)
{3}: This creature deals 1 damage to each opponent.",todo,normal,
tle:21,Visions of Beyond,0,Visions of Beyond,normal,Instant,"Draw a card. If a graveyard has twenty or more cards in it, draw three cards instead.",todo,normal,
tle:37,Volcanic Torrent,0,Volcanic Torrent,normal,Sorcery,"Cascade (When you cast this spell, exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom in a random order.)
Volcanic Torrent deals X damage to each creature and planeswalker your opponents control, where X is the number of spells you've cast this turn.",todo,normal,
tla:202,Walltop Sentries,0,Walltop Sentries,normal,Creature — Human Soldier Ally,"Reach, deathtouch
When this creature dies, if there's a Lesson card in your graveyard, you gain 2 life.",todo,normal,
tle:98,"Wan Shi Tong, All-Knowing",0,"Wan Shi Tong, All-Knowing",normal,Legendary Creature — Bird Spirit,"Flying
When Wan Shi Tong enters, target nonland permanent's owner puts it into their library second from the top or on the bottom.
Whenever one or more cards are put into a library from anywhere, create two 1/1 colorless Spirit creature tokens with ""This token can't block or be blocked by non-Spirit creatures.""",todo,normal,
tla:78,"Wan Shi Tong, Librarian",0,"Wan Shi Tong, Librarian",normal,Legendary Creature — Bird Spirit,"Flash
Flying, vigilance
When Wan Shi Tong enters, put X +1/+1 counters on him. Then draw half X cards, rounded down.
Whenever an opponent searches their library, put a +1/+1 counter on Wan Shi Tong and draw a card.",todo,normal,
tla:250,Wandering Musicians,0,Wandering Musicians,normal,Creature — Human Bard Ally,"Whenever this creature attacks, creatures you control get +1/+0 until end of turn.",todo,normal,
tla:159,War Balloon,0,War Balloon,normal,Artifact — Vehicle,"Flying
{1}: Put a fire counter on this Vehicle.
As long as this Vehicle has three or more fire counters on it, it's an artifact creature.
Crew 3 (Tap any number of creatures you control with total power 3 or more: This Vehicle becomes an artifact creature until end of turn.)",todo,normal,
tle:38,Warstorm Surge,0,Warstorm Surge,normal,Enchantment,"Whenever a creature you control enters, it deals damage equal to its power to any target.",todo,normal,
tla:160,Wartime Protestors,0,Wartime Protestors,normal,Creature — Human Rebel Ally,"Haste
Whenever another Ally you control enters, put a +1/+1 counter on that creature and it gains haste until end of turn.",todo,normal,
tla:41,Water Tribe Captain,0,Water Tribe Captain,normal,Creature — Human Soldier Ally,{5}: Creatures you control get +1/+1 until end of turn.,todo,normal,
tla:42,Water Tribe Rallier,0,Water Tribe Rallier,normal,Creature — Human Soldier Ally,"Waterbend {5}: Look at the top four cards of your library. You may reveal a creature card with power 3 or less from among them and put it into your hand. Put the rest on the bottom of your library in a random order. (While paying a waterbend cost, you can tap your artifacts and creatures to help. Each one pays for {1}.)",todo,normal,
tle:227,Water Whip,0,Water Whip,normal,Sorcery — Lesson,"As an additional cost to cast this spell, waterbend {5}. (While paying a waterbend cost, you can tap your artifacts and creatures to help. Each one pays for {1}.)
Return up to two target creatures to their owners' hands. Draw two cards.",todo,normal,
tla:79,Waterbender Ascension,0,Waterbender Ascension,normal,Enchantment,"Whenever a creature you control deals combat damage to a player, put a quest counter on this enchantment. Then if it has four or more quest counters on it, draw a card.
Waterbend {4}: Target creature can't be blocked this turn. (While paying a waterbend cost, you can tap your artifacts and creatures to help. Each one pays for {1}.)",todo,normal,
tle:99,Waterbender's Restoration,0,Waterbender's Restoration,normal,Instant — Lesson,"As an additional cost to cast this spell, waterbend {X}. (While paying a waterbend cost, you can tap your artifacts and creatures to help. Each one pays for {1}.)
Exile X target creatures you control. Return those cards to the battlefield under their owner's control at the beginning of the next end step.",todo,normal,
tla:80,Waterbending Lesson,0,Waterbending Lesson,normal,Sorcery — Lesson,"Draw three cards. Then discard a card unless you waterbend {2}. (While paying a waterbend cost, you can tap your artifacts and creatures to help. Each one pays for {1}.)",todo,normal,
tla:81,Waterbending Scroll,0,Waterbending Scroll,normal,Artifact,"{6}, {T}: Draw a card. This ability costs {1} less to activate for each Island you control.",todo,normal,
tla:82,Watery Grasp,0,Watery Grasp,normal,Enchantment — Aura,"Enchant creature
Enchanted creature doesn't untap during its controller's untap step.
Waterbend {5}: Enchanted creature's owner shuffles it into their library. (While paying a waterbend cost, you can tap your artifacts and creatures to help. Each one pays for {1}.)",todo,normal,
tle:100,Whirlwind Technique,0,Whirlwind Technique,normal,Instant — Lesson,"Target player draws two cards, then discards a card.
Airbend up to two target creatures. (To airbend a creature, exile it. While it's exiled, its owner may cast it for {2} rather than its mana cost.)",todo,normal,
tla:281,White Lotus Hideout,0,White Lotus Hideout,normal,Land,"{T}: Add {C}.
{T}: Add one mana of any color. Spend this mana only to cast a Lesson or Shrine spell.
{1}, {T}: Add one mana of any color.",todo,normal,
tla:251,White Lotus Reinforcements,0,White Lotus Reinforcements,normal,Creature — Human Soldier Ally,"Vigilance
Other Allies you control get +1/+1.",todo,normal,
tla:262,White Lotus Tile,0,White Lotus Tile,normal,Artifact,"This artifact enters tapped.
{T}: Add X mana of any one color, where X is the greatest number of creatures you control that have a creature type in common.",todo,normal,
tla:122,Wolfbat,0,Wolfbat,normal,Creature — Wolf Bat,"Flying
Whenever you draw your second card each turn, you may pay {B}. If you do, return this card from your graveyard to the battlefield with a finality counter on it. (If a creature with a finality counter on it would die, exile it instead.)",todo,normal,
tle:314,Worldly Tutor,0,Worldly Tutor,normal,Instant,"Search your library for a creature card, reveal it, then shuffle and put the card on top.",todo,normal,
tla:43,Yip Yip!,0,Yip Yip!,normal,Instant — Lesson,"Target creature you control gets +2/+2 until end of turn. If that creature is an Ally, it also gains flying until end of turn.",todo,normal,
tla:83,"Yue, the Moon Spirit",0,"Yue, the Moon Spirit",normal,Legendary Creature — Spirit Ally,"Flying, vigilance
Waterbend {5}, {T}: You may cast a noncreature spell from your hand without paying its mana cost. (While paying a waterbend cost, you can tap your artifacts and creatures to help. Each one pays for {1}.)",todo,normal,
tla:161,Yuyan Archers,0,Yuyan Archers,normal,Creature — Human Archer,"Reach
When this creature enters, you may discard a card. If you do, draw a card.",todo,normal,
tla:252,"Zhao, Ruthless Admiral",0,"Zhao, Ruthless Admiral",normal,Legendary Creature — Human Soldier,"Firebending 2 (Whenever this creature attacks, add {R}{R}. This mana lasts until end of combat.)
Whenever you sacrifice another permanent, creatures you control get +1/+0 until end of turn.",todo,normal,
tla:162,"Zhao, the Moon Slayer",0,"Zhao, the Moon Slayer",normal,Legendary Creature — Human Soldier,"Menace
Nonbasic lands enter tapped.
{7}: Put a conqueror counter on Zhao.
As long as Zhao has a conqueror counter on him, nonbasic lands are Mountains. (They lose all other land types and abilities and have ""{T}: Add {R}."")",todo,normal,
tla:123,Zuko's Conviction,0,Zuko's Conviction,normal,Instant,"Kicker {4} (You may pay an additional {4} as you cast this spell.)
Return target creature card from your graveyard to your hand. If this spell was kicked, instead put that card onto the battlefield tapped.",todo,normal,
tla:3,Zuko's Exile,0,Zuko's Exile,normal,Instant — Lesson,"Exile target artifact, creature, or enchantment. Its controller creates a Clue token. (It's an artifact with ""{2}, Sacrifice this token: Draw a card."")",todo,normal,
tla:253,"Zuko, Conflicted",0,"Zuko, Conflicted",normal,Legendary Creature — Human Rogue,"At the beginning of your first main phase, choose one that hasn't been chosen and you lose 2 life —
• Draw a card.
• Put a +1/+1 counter on Zuko.
• Add {R}.
• Exile Zuko, then return him to the battlefield under an opponent's control.",todo,normal,
tla:163,"Zuko, Exiled Prince",0,"Zuko, Exiled Prince",normal,Legendary Creature — Human Noble,"Firebending 3 (Whenever this creature attacks, add {R}{R}{R}. This mana lasts until end of combat.)
{3}: Exile the top card of your library. You may play that card this turn.",todo,normal,
tle:127,"Zuko, Firebending Master",0,"Zuko, Firebending Master",normal,Legendary Creature — Human Noble Ally,"First strike
Firebending X, where X is the number of experience counters you have. (Whenever this creature attacks, add X {R}. This mana lasts until end of combat.)
Whenever you cast a spell during combat, you get an experience counter.",todo,normal,
tle:150,"Zuko, Seeking Honor",0,"Zuko, Seeking Honor",normal,Legendary Creature — Human Noble,"Firebending 1 (Whenever this creature attacks, add {R}. This mana lasts until end of combat.)
Whenever you cast a noncreature spell, Zuko gains first strike until end of turn.
Whenever Zuko deals combat damage to a player, put a +1/+1 counter on him.",todo,normal,
